show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2174,Movie,Chennai Express 2,Sanjay Leela Bhansali,"Aamir Khan, Brad Pitt, Ajith, Lee Min-ho",United Kingdom,2020-06-04,2002,PG-13,118 min,Cult Movies,"In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s2175,Movie,Love in Paris,Martin Scorsese,"Alia Bhatt, Vijay, Kangana Ranaut",United States,2018-11-10,2021,TV-14,145 min,"Documentaries, Cult Movies",The future of humanity rests in the hands of an unlikely hero.
s2176,TV Show,My Name S2,Quentin Tarantino,"Kangana Ranaut, Tom Hanks, Chris Evans",Australia,2016-04-27,2020,UR,4 Seasons,Docuseries,Three strangers are brought together by fate in a life-changing adventure.
s2177,Movie,The Heist,Zoya Akhtar,"Salman Khan, Jung Ho-yeon, Scarlett Johansson",United States,2015-03-13,2000,TV-Y7,166 min,Dramas,"Love, loss, and the power of human connection in trying times."
s2178,Movie,La Casa del Fuego 4,Rajkumar Hirani,"Kim Go-eun, Vidya Balan, Allu Arjun, Song Kang-ho, Robert Downey Jr",Egypt,2021-06-07,2015,PG,115 min,"Sci-Fi & Fantasy, Thrillers",A gripping tale of survival and redemption in a world gone mad.
s2179,Movie,Lost in Translation,Chloe Zhao,"Salman Khan, Alia Bhatt, Natalie Portman",United States,2020-10-12,2001,TV-Y7,96 min,Music & Musicals,Three strangers are brought together by fate in a life-changing adventure.
s2180,Movie,The Secret Garden 5,James Cameron,"Salman Khan, Ajith, Jennifer Lawrence, Ranveer Singh",India,2021-03-22,2014,TV-14,117 min,"Action & Adventure, Cult Movies, Horror Movies",A comedian's rise to fame is complicated by dark secrets from the past.
s2181,Movie,The Dark Side 5,Martin Scorsese,"Shah Rukh Khan, Alia Bhatt, Prabhas",Spain,2015-03-25,2003,TV-G,178 min,"Stand-Up Comedy, Documentaries","In the shadows of a corrupt government, a resistance movement fights for freedom."
s2182,Movie,The Experiment,David Fincher,"Meryl Streep, Tom Hanks, Salman Khan",China,2021-10-25,2019,TV-G,129 min,"Thrillers, Music & Musicals","Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s2183,TV Show,Midnight in Paris,Unknown,"Jung Ho-yeon, Lee Min-ho",Germany,2019-01-26,2013,TV-MA,5 Seasons,"TV Dramas, Stand-Up Comedy",A young woman discovers her true identity and must choose between two worlds.
s2184,Movie,Sacred Ground 4,Steven Spielberg,"Lee Min-ho, Shah Rukh Khan, Aamir Khan",Canada,2020-09-14,2015,TV-14,136 min,"Classic Movies, Sports Movies, Cult Movies","In a small town, everyone has something to hide â and someone is watching."
s2185,Movie,The Dark Side,Chloe Zhao,"Jennifer Lawrence, Chris Evans",United States,2019-08-06,2007,R,149 min,"Independent Movies, Horror Movies",Three strangers are brought together by fate in a life-changing adventure.
s2186,Movie,Dark Waters,Wes Anderson,"Alia Bhatt, Lee Min-ho",United States,2021-12-05,2001,R,98 min,"Faith & Spirituality, Children & Family Movies, Sports Movies","When love meets destiny, nothing will ever be the same again."
s2187,Movie,El Camino 2,Steven Spielberg,"Kim Go-eun, Robert Downey Jr, Brad Pitt, Allu Arjun, Tom Hanks",Colombia,2019-04-28,2018,TV-MA,83 min,"Independent Movies, Music & Musicals","Love, loss, and the power of human connection in trying times."
s2188,Movie,Red Alert,Sanjay Leela Bhansali,"Vidya Balan, Ranveer Singh, Ajith, Jung Ho-yeon, Park Seo-jun",Colombia,2021-06-18,2010,TV-Y,149 min,Dramas,"When love meets destiny, nothing will ever be the same again."
s2189,TV Show,Tehran S3 S5,Martin Scorsese,"Jennifer Lawrence, Salman Khan, Ranveer Singh, Natalie Portman, Kangana Ranaut",United States,2019-08-18,2019,TV-MA,2 Seasons,"Romantic TV Shows, International TV Shows","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s2190,Movie,City of Lies,Priyadarshan,"Cate Blanchett, Ajith",United States,2020-11-20,2016,UR,103 min,Music & Musicals,"In a small town, everyone has something to hide â and someone is watching."
s2191,Movie,City of Lies,Bong Joon-ho,"Ranbir Kapoor, Prabhas",South Korea,2018-06-03,2016,TV-MA,117 min,"Documentaries, International Movies",An estranged father and daughter reconnect on an unexpected road trip.
s2192,Movie,Dhadak 2,Imtiaz Ali,"Allu Arjun, Ajith, Leonardo DiCaprio",France,2016-06-25,2015,PG-13,116 min,"Classic Movies, Documentaries","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s2193,Movie,Sweet Home 2,Christopher Nolan,"Natalie Portman, Allu Arjun, Ranveer Singh, Park Seo-jun",Japan,2021-10-04,2011,R,160 min,"Documentaries, Sports Movies","Crime, politics, and power intertwine in this explosive thriller."
s2194,TV Show,The Family Man,Zoya Akhtar,"Kim Go-eun, Park Seo-jun",India,2018-09-07,2013,TV-14,1 Season,"TV Action & Adventure, Crime TV Shows, Spirituality","Love, loss, and the power of human connection in trying times."
s2195,Movie,Hellbound 3,Mani Ratnam,"Chris Evans, Prabhas, Tom Hanks, Priyanka Chopra, Vidya Balan",Germany,2018-12-18,2008,TV-14,156 min,"Music & Musicals, Faith & Spirituality, Action & Adventure",Behind every great fortune lies a great crime in this riveting saga.
s2196,Movie,White Noise,Ryan Coogler,"Robert Downey Jr, Deepika Padukone, Jung Ho-yeon, Brad Pitt",Nigeria,2016-08-02,2001,TV-MA,163 min,"Dramas, Classic Movies, Animated Movies","When old enemies become allies, the fate of the world hangs in the balance."
s2197,Movie,Desert Rose,Ridley Scott,"Meryl Streep, Ranveer Singh, Lee Min-ho, Vijay, Natalie Portman",Canada,2021-02-12,2015,TV-14,172 min,"Action & Adventure, Sports Movies","Love, loss, and the power of human connection in trying times."
s2198,Movie,Kingdom Returns,Zack Snyder,"Ranveer Singh, Priyanka Chopra",India,2019-12-16,2009,PG,91 min,"Cult Movies, Stand-Up Comedy","In the shadows of a corrupt government, a resistance movement fights for freedom."
s2199,Movie,Shadow Games,Zoya Akhtar,"Leonardo DiCaprio, Cate Blanchett, Tom Hanks, Vijay, Brad Pitt",Australia,2016-02-21,2005,PG-13,161 min,Cult Movies,"Passion, betrayal, and revenge collide in this thrilling drama."
s2200,Movie,Broken Wings,Christopher Nolan,"Natalie Portman, Vijay",Thailand,2016-03-22,2000,R,104 min,"Children & Family Movies, Stand-Up Comedy, International Movies",Three strangers are brought together by fate in a life-changing adventure.
s2201,TV Show,Scam 2023,Alfonso Cuaron,"Ajith, Natalie Portman",Mexico,2018-07-01,2009,R,5 Seasons,"Anime Series, Sports TV, TV Dramas",A family torn apart by tragedy must find a way back to each other.
s2202,TV Show,Hit & Run S2 S4,Anurag Kashyap,"Ranbir Kapoor, Lee Min-ho, Song Kang-ho, Jung Ho-yeon, Allu Arjun",Colombia,2021-07-12,2015,TV-14,4 Seasons,"British TV Shows, Romantic TV Shows","Crime, politics, and power intertwine in this explosive thriller."
s2203,Movie,Dangerous Game,Christopher Nolan,"Park Seo-jun, Prabhas, Priyanka Chopra, Vidya Balan",Canada,2017-06-06,2002,TV-Y7,77 min,"Faith & Spirituality, Cult Movies",Behind every great fortune lies a great crime in this riveting saga.
s2204,Movie,Killing Eve,Ryan Coogler,"Natalie Portman, Scarlett Johansson, Jennifer Lawrence",Turkey,2016-03-01,2013,PG-13,159 min,"Stand-Up Comedy, Comedies, International Movies","Based on true events, this story will shock and inspire in equal measure."
s2205,Movie,The Heist 5,S.S. Rajamouli,"Prabhas, Ranveer Singh, Cate Blanchett",Nigeria,2017-01-02,2012,TV-MA,87 min,"International Movies, Faith & Spirituality",An extraordinary journey through time and space that will change everything you know.
s2206,Movie,The Chosen One,Shankar,"Brad Pitt, Meryl Streep",United States,2015-09-23,2006,UR,175 min,Sci-Fi & Fantasy,A gripping tale of survival and redemption in a world gone mad.
s2207,Movie,The Secret Garden 4,Sanjay Leela Bhansali,"Robert Downey Jr, Scarlett Johansson",United States,2019-06-11,2016,TV-Y7,117 min,Animated Movies,"Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s2208,Movie,The Experiment,Wes Anderson,"Brad Pitt, Tom Hanks",United Kingdom,2018-05-12,2014,TV-14,136 min,Sports Movies,"In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s2209,TV Show,Emily in Paris S3,J.J. Abrams,"Allu Arjun, Meryl Streep",India,2018-07-20,2013,UR,2 Seasons,"TV Action & Adventure, Nature & Science TV, TV Horror","In a small town, everyone has something to hide â and someone is watching."
s2210,TV Show,Shtisel S4,Patty Jenkins,"Chris Evans, Allu Arjun, Robert Downey Jr",Argentina,2020-02-20,2019,TV-14,1 Season,"Kids' TV, Docuseries, British TV Shows",A comedian's rise to fame is complicated by dark secrets from the past.
s2211,Movie,Desi Romance,Rajkumar Hirani,"Vidya Balan, Tom Hanks, Robert Downey Jr",China,2020-09-10,2004,NC-17,180 min,"Thrillers, Classic Movies",An estranged father and daughter reconnect on an unexpected road trip.
s2212,TV Show,House of Cards Returns,Mani Ratnam,"Salman Khan, Jung Ho-yeon",Philippines,2016-11-27,2015,TV-MA,5 Seasons,Spirituality,A young woman discovers her true identity and must choose between two worlds.
s2213,Movie,Kingdom Returns,Patty Jenkins,"Leonardo DiCaprio, Deepika Padukone, Lee Min-ho, Priyanka Chopra, Rajinikanth",Indonesia,2017-11-03,2018,PG,105 min,"Independent Movies, Documentaries","When old enemies become allies, the fate of the world hangs in the balance."
s2214,Movie,Black Mirror 3,David Fincher,"Robert Downey Jr, Chris Evans",Canada,2016-11-26,2007,TV-PG,156 min,"Comedies, Cult Movies",The future of humanity rests in the hands of an unlikely hero.
s2215,Movie,The Perfect Storm 5,Martin Scorsese,"Meryl Streep, Allu Arjun, Alia Bhatt, Salman Khan",Egypt,2015-04-02,2020,TV-Y7,110 min,"Cult Movies, Animated Movies, Dramas","Love, loss, and the power of human connection in trying times."
s2216,Movie,The Last Stand,Bong Joon-ho,"Tom Hanks, Rajinikanth, Scarlett Johansson, Aamir Khan",France,2017-01-25,2019,PG-13,180 min,Documentaries,A chef's obsession with perfection leads to unexpected discoveries about life.
s2217,Movie,Sweet Home 2,Priyadarshan,"Shah Rukh Khan, Priyanka Chopra, Brad Pitt, Jennifer Lawrence, Lee Min-ho",Nigeria,2015-01-20,2000,TV-Y,82 min,"Faith & Spirituality, Documentaries, Sci-Fi & Fantasy",A young woman discovers her true identity and must choose between two worlds.
s2218,Movie,Lupin Returns,Shankar,"Ranbir Kapoor, Prabhas, Meryl Streep, Cate Blanchett, Scarlett Johansson",India,2018-07-03,2014,PG-13,115 min,"Sci-Fi & Fantasy, Sports Movies",A young woman discovers her true identity and must choose between two worlds.
s2219,Movie,Dangerous Game 4,J.J. Abrams,"Leonardo DiCaprio, Lee Min-ho",United Kingdom,2018-02-11,2021,R,97 min,"Horror Movies, Children & Family Movies, Documentaries",Three strangers are brought together by fate in a life-changing adventure.
s2220,Movie,Kingdom Returns,Ridley Scott,"Aamir Khan, Lee Min-ho, Prabhas, Deepika Padukone",United States,2017-04-21,2007,TV-PG,125 min,Classic Movies,"Based on true events, this story will shock and inspire in equal measure."
s2221,Movie,Dark Waters,Bong Joon-ho,"Ranbir Kapoor, Tom Hanks, Vijay, Kim Go-eun, Jung Ho-yeon",Japan,2021-03-20,2019,TV-MA,98 min,"Thrillers, Faith & Spirituality",The future of humanity rests in the hands of an unlikely hero.
s2222,TV Show,Squid Game S2 S4,Sanjay Leela Bhansali,"Jennifer Lawrence, Song Kang-ho",United States,2021-12-03,2013,NR,2 Seasons,International TV Shows,"Crime, politics, and power intertwine in this explosive thriller."
s2223,Movie,The Heist,Christopher Nolan,"Jung Ho-yeon, Brad Pitt, Tom Hanks, Robert Downey Jr",United States,2016-07-09,2009,R,175 min,International Movies,An estranged father and daughter reconnect on an unexpected road trip.
s2224,Movie,Shadow Games,Rajkumar Hirani,"Prabhas, Aamir Khan",Canada,2016-03-15,2012,TV-14,100 min,"Documentaries, Music & Musicals",A chef's obsession with perfection leads to unexpected discoveries about life.
s2225,Movie,Sweet Home 2 5,Ram Gopal Varma,"Allu Arjun, Ranbir Kapoor, Deepika Padukone, Aamir Khan",South Korea,2016-04-18,2011,PG-13,71 min,Comedies,"When love meets destiny, nothing will ever be the same again."
s2226,TV Show,Mindhunter S3 S3,Zoya Akhtar,"Prabhas, Ranbir Kapoor, Lee Min-ho, Natalie Portman, Kim Go-eun",India,2018-06-18,2013,PG-13,2 Seasons,"Korean TV Shows, Stand-Up Comedy, Crime TV Shows","In the shadows of a corrupt government, a resistance movement fights for freedom."
s2227,Movie,City of Lies 3,Denis Villeneuve,"Vijay, Jennifer Lawrence, Jung Ho-yeon",United Kingdom,2020-11-14,2016,R,175 min,Sports Movies,"When old enemies become allies, the fate of the world hangs in the balance."
s2228,TV Show,House of Cards Returns,Ryan Coogler,"Chris Evans, Rajinikanth, Salman Khan",Thailand,2019-06-04,2015,R,6 Seasons,"TV Horror, Sports TV","Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s2229,TV Show,Emily in Paris S5 S2,Unknown,"Vijay, Meryl Streep, Natalie Portman",Turkey,2016-03-19,2012,TV-14,5 Seasons,"Docuseries, TV Dramas",A gripping tale of survival and redemption in a world gone mad.
s2230,Movie,Lost in Translation 3,Wes Anderson,"Ajith, Brad Pitt",India,2018-10-21,2011,TV-MA,95 min,"Horror Movies, Sci-Fi & Fantasy",Behind every great fortune lies a great crime in this riveting saga.
s2231,TV Show,My Name S2,Unknown,"Lee Min-ho, Cate Blanchett, Jennifer Lawrence",United States,2016-10-28,2015,PG,1 Season,Romantic TV Shows,The future of humanity rests in the hands of an unlikely hero.
s2232,Movie,Killing Eve,Steven Spielberg,"Kangana Ranaut, Rajinikanth",United States,2020-03-10,2021,PG-13,89 min,Stand-Up Comedy,"When love meets destiny, nothing will ever be the same again."
s2233,Movie,Chennai Express 2 4,Chloe Zhao,"Kim Go-eun, Priyanka Chopra, Alia Bhatt, Brad Pitt, Shah Rukh Khan",Canada,2018-11-21,2021,TV-PG,112 min,Comedies,"In a small town, everyone has something to hide â and someone is watching."
s2234,TV Show,Narcos Mexico S4 S4,Peter Jackson,"Allu Arjun, Kangana Ranaut, Shah Rukh Khan, Aamir Khan, Natalie Portman",France,2017-05-13,2013,UR,4 Seasons,"Korean TV Shows, Nature & Science TV, Anime Series",A comedian's rise to fame is complicated by dark secrets from the past.
s2235,Movie,Mumbai Diaries 4,James Cameron,"Ranveer Singh, Leonardo DiCaprio, Kim Go-eun, Allu Arjun, Ajith",India,2020-01-17,2010,R,93 min,"International Movies, Documentaries",An estranged father and daughter reconnect on an unexpected road trip.
s2236,TV Show,Ozark Season 5,Shankar,"Tom Hanks, Song Kang-ho, Lee Min-ho",Nigeria,2017-08-24,2005,TV-Y7,6 Seasons,"Kids' TV, Nature & Science TV","Based on true events, this story will shock and inspire in equal measure."
s2237,Movie,Hollow Man 4,J.J. Abrams,"Tom Hanks, Rajinikanth, Allu Arjun",Brazil,2017-11-09,2013,R,83 min,Stand-Up Comedy,A family torn apart by tragedy must find a way back to each other.
s2238,Movie,The Heist 5,Ridley Scott,"Robert Downey Jr, Park Seo-jun",Germany,2016-09-27,2017,R,164 min,"Cult Movies, Faith & Spirituality, Classic Movies","Based on true events, this story will shock and inspire in equal measure."
s2239,Movie,City of Lies 4,Priyadarshan,"Rajinikanth, Meryl Streep",Brazil,2021-11-22,2019,R,136 min,"Sports Movies, International Movies","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s2240,Movie,Dilwale Returns,David Fincher,"Vijay, Prabhas, Meryl Streep",Philippines,2019-04-18,2000,PG-13,144 min,"Romantic Movies, Children & Family Movies, Classic Movies",A comedian's rise to fame is complicated by dark secrets from the past.
s2241,Movie,All of Us Are Dead,Mani Ratnam,"Ranbir Kapoor, Kangana Ranaut, Song Kang-ho",United States,2019-09-26,2000,PG-13,156 min,Documentaries,A gripping tale of survival and redemption in a world gone mad.
s2242,Movie,Desert Rose,Greta Gerwig,"Leonardo DiCaprio, Shah Rukh Khan, Prabhas, Priyanka Chopra",United States,2015-06-05,2006,PG-13,94 min,Independent Movies,An extraordinary journey through time and space that will change everything you know.
s2243,Movie,The Promise 3,Ridley Scott,"Ranbir Kapoor, Aamir Khan, Leonardo DiCaprio",United States,2019-10-14,2015,PG-13,176 min,Documentaries,"Based on true events, this story will shock and inspire in equal measure."
s2244,Movie,The Heist,Shankar,"Deepika Padukone, Allu Arjun, Rajinikanth",Canada,2020-06-13,2018,TV-14,71 min,Action & Adventure,A family torn apart by tragedy must find a way back to each other.
s2245,Movie,Blue Moon,Wes Anderson,"Jung Ho-yeon, Rajinikanth, Leonardo DiCaprio",Colombia,2021-05-17,2007,R,97 min,"Classic Movies, Thrillers, Stand-Up Comedy","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s2246,Movie,The Promise 4,Zack Snyder,"Deepika Padukone, Natalie Portman",South Africa,2015-12-23,2017,TV-Y,87 min,"Horror Movies, Documentaries","When love meets destiny, nothing will ever be the same again."
s2247,Movie,The Last Stand,Denis Villeneuve,"Park Seo-jun, Alia Bhatt",Colombia,2016-05-21,2018,TV-14,92 min,Documentaries,A family torn apart by tragedy must find a way back to each other.
s2248,TV Show,Shtisel S4 S2,Jordan Peele,"Leonardo DiCaprio, Brad Pitt, Vijay",United States,2016-03-22,2011,PG-13,4 Seasons,"TV Comedies, TV Horror",The future of humanity rests in the hands of an unlikely hero.
s2249,Movie,Narcos: Brazil,Denis Villeneuve,"Deepika Padukone, Cate Blanchett",France,2017-12-10,2005,TV-G,165 min,Documentaries,"Crime, politics, and power intertwine in this explosive thriller."
